timestamp,units_in_system
64.47959559999997,30
64.81984099999997,29
65.4520166,30
65.56033459999999,31
66.04158239999997,30
66.63893199999997,29
66.78660399999995,28
66.95089579999996,27
67.23628159999997,26
67.30187019999997,25
67.51229979999997,26
68.10964939999997,25
68.63804679999996,24
69.03299739999997,25
69.22805399999997,24
69.63034699999997,23
69.66806139999997,24
70.65263359999997,23
71.05811979999997,22
71.52598899999997,21
71.60175359999997,20
72.01319539999994,19
72.12654419999997,20
72.67174219999998,19
73.05757219999997,18
73.30680619999998,17
74.23015419999999,18
74.24531819999994,17
74.27643419999997,16
74.82750379999999,15
75.26086419999999,16
75.31301579999997,17
75.75085179999999,18
75.85821379999999,17
75.90749279999997,18
75.91036539999998,17
76.02606799999997,16
76.32960239999997,15
76.45556339999999,14
76.88555439999998,13
76.92663819999999,14
77.2715494,15
77.42819039999998,16
77.62005379999998,15
77.868899,14
78.4662486,13
78.49605979999998,14
78.59241219999998,15
78.77343419999997,14
78.9373234,15
79.6969798,16
80.16183379999998,17
80.25818619999998,18
80.32458299999999,19
80.80652539999998,18
81.22970319999999,19
81.92396019999998,20
81.99035699999999,21
82.4201478,20
82.63357579999999,19
85.6066194,18
87.2723934,17
87.70488599999999,16
88.0861814,15
89.634432,14
90.5444236,13
92.64582779999998,12
93.20436059999999,11
93.585656,10
95.166545,9
95.4324106,8
95.9476946,7
96.2048776,6
97.39459500000001,5
98.4385752,4
99.4769078,3
100.66662520000001,2
101.7106054,1
103.1676496,0
